location,value
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18284.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\1832.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18320.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18356.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18392.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18428.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18464.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18500.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18536.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18572.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18608.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18644.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\1868.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18680.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18716.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18752.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18788.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18824.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18860.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18896.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18932.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\18968.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19004.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\1904.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19040.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19076.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19112.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19148.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19184.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19220.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19256.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19292.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19328.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19364.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\1940.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19400.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19436.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19472.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19508.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19544.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19580.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19616.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19652.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19688.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19724.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\1976.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19760.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19796.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19832.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19868.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19904.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19940.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\19976.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20012.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20048.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20084.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2012.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20120.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20156.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20192.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20228.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20264.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20300.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20336.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20372.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20408.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20444.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2048.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20480.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20516.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20552.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20588.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\20624.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2084.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\212.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2120.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2156.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2192.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2228.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2264.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2300.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2336.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2372.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2408.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2444.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\248.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2480.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2516.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2552.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2588.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2624.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2660.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2696.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2732.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2768.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2804.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\284.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2840.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2876.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2912.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2948.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\2984.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3020.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3056.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3092.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3128.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3164.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\32.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\320.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3200.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3236.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3272.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3308.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3344.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3380.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3416.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3452.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3488.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3524.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\356.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3560.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3596.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3632.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3668.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3704.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3740.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3776.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3812.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3848.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3884.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\392.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3920.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3956.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\3992.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4028.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4064.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4100.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4136.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4172.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4208.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4244.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\428.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4280.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4316.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4352.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4388.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4424.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4460.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4496.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4532.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4568.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4604.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\464.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4640.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4676.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4712.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4748.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4784.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4820.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4856.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4892.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4928.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\4964.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\500.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5000.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5036.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5072.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5108.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5144.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5180.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5216.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5252.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5288.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5324.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\536.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5360.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5396.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5432.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5468.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5504.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5540.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5576.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5612.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5648.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5684.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\572.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5720.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5756.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5792.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5828.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5864.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5900.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5936.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\5972.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6008.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6044.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\608.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6080.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6116.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6152.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6188.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6224.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6260.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6296.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6332.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6368.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6404.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\644.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6440.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6476.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6512.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6548.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6584.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6620.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6656.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6692.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6728.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6764.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\68.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\680.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6800.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6836.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6872.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6908.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6944.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\6980.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7016.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7052.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7088.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7124.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\716.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7160.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7196.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7232.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7268.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7304.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7340.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7376.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7412.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7448.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7484.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\752.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7520.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7556.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7592.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7628.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7664.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7700.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7736.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7772.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7808.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7844.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\788.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7880.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7916.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7952.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\7988.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8024.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8060.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8096.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8132.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8168.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8204.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\824.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8240.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8276.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8312.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8348.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8384.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8420.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8456.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8492.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8528.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8564.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\860.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8600.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8636.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8672.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8708.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8744.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8780.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8816.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8852.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8888.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8924.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\896.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8960.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\8996.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9032.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9068.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9104.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9140.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9176.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9212.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9248.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9284.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\932.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9320.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9356.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9392.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9428.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9464.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9500.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9536.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9572.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9608.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9644.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\968.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9680.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9716.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9752.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9788.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9824.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9860.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9896.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9932.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\W\9968.png,W
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10005.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10041.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\1005.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10077.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10113.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10149.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10185.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10221.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10257.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10293.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10329.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10365.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10401.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\1041.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10437.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10473.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\105.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10509.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10545.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10581.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10617.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10653.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10689.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10725.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10761.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\1077.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10797.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10833.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10869.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10905.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10941.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\10977.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11013.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11049.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11085.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11121.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\1113.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11157.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11193.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11229.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11265.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11301.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11337.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11373.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11409.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11445.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11481.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\1149.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11517.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11553.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11589.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11625.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11661.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11697.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11733.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11769.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11805.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11841.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\1185.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11877.png,X
D:/code/Projects/OCR-Project/dataset-old/data/training_data\X\11913.png,X
